uid,username,password,email,phone,identity,booking_num,is_accessible
58,burtonmichael,0TxNP;sTul,GeO4XZ7Jow@outlook.com,6559560650,visitor,2,False
59,johnsonsteven,b$B#$`Xz6Z3,vOKyBdPq5@yahoo.com,9667631608,student,0,False
60,brycepatterson,8ypA~HOM,U5hMRIDpMo0q@yahoo.com,4004653531,student,1,False
61,catherine24,2YKrtq6GU@M:=8,suPHXUjj5yB@uwaterloo.ca,8859582724,student,0,False
62,laura24,59.#5Vjhwy6M6FN,DDv6Mv5OZ3lr@gmail.com,8188299413,visitor,0,False
63,alvarezjocelyn,6te2jY;iJCiwJD;,wJH34hBOa@yahoo.com,5859294223,student,0,False
64,hensleyamy,fSs3Jq:lSi,e7NjjP5A4@uwaterloo.ca,5245016297,visitor,3,False
65,pamela93,Qx;$962lM.:th,13xgUd1Phk9@hotmail.com,,student,0,False
66,sanchezmolly,rPjar5f=x=d@8@,GSd9mQLIP@yahoo.com,3160929662,visitor,0,False
67,allisonsamuel,Sn.nA-M`#Tq,GUbBHIHKNxUS@yahoo.com,,visitor,0,False
68,dwright,joQHAw-B*pJ_B`h,zCJdM3Gecqup@uwaterloo.ca,,student,1,False
69,igregory,Zlb:=KBor9^,0RMfXhdoHUcZ@uwaterloo.ca,4283674400,student,0,False
70,tonimunoz,hO7*F&`nliNfDt,bwtfQL0iU@outlook.com,6936469987,student,3,False
71,hharris,:8fho&5k,ScgrChUTz@uwaterloo.ca,,student,1,False
72,cwilliams,-z@K*vhD3FnsmI7,DC8MV0jL2zJx@yahoo.com,8515248766,student,2,False
73,ortizrobert,WD1rr6E@,5GD0e4EZOg@hotmail.com,5704371381,visitor,0,False
74,amandafleming,fjsq$H`:A=FaVlLU,EgaiQxYVXw1@hotmail.com,,student,0,True
75,sprice,xrmhso0-A,Fri1014XT@uwaterloo.ca,,staff,0,False
76,russell05,D'auBW5fMo,g37lgW2Eh6b@hotmail.com,,student,3,False
77,stephaniesimmons,QL$:mjuI^w&RNRHP,LkhaRA5WQICn@hotmail.com,2861828488,student,0,False
78,laura98,Tpx6~'noB2~.$,Na6yKZaX@hotmail.com,1557812492,student,0,False
79,gardnerelizabeth,ut=2&vS$H,TDLZbdloGGH@outlook.com,9738202556,staff,1,False
80,smithdeborah,LHyA`B4Ws+5NL94,S15R0FWXoh@outlook.com,9566854675,student,1,False
81,broberts,NOypWbpe=,Pi0BvsdGzl@hotmail.com,7164699707,visitor,0,False
82,langjodi,uDLr0-d4tG^=1,WqmKDBsQssHD@outlook.com,,visitor,0,False
83,jeffreyzimmerman,gd2IF_p7F8%k1fAn,2YVPaMJV7@gmail.com,,staff,0,False
84,michelle62,C$M;%V_x1h-,ZTYVlr7vWx@hotmail.com,1420820376,student,0,False
85,leonard26,@n+Epy#QUFqw$7R,RIQeNZbyl@yahoo.com,6856070367,student,0,True
86,christopherevans,87H8yn'-iEh;jd~,eEtYZnwrCXyb@gmail.com,9950317884,student,3,False
87,lauradavis,q4f:+F2LMx6-JQ,TlYYMKvvw2aw@gmail.com,9626244746,student,1,False
88,sheila54,2AH5Qff-w~Y^n,2rl8zCrFD4@gmail.com,3561361500,student,1,False
89,toddavery,dt9Q%6y:hd2O;6`V,K5fY5CwCl@uwaterloo.ca,8076684512,staff,0,False
90,melvin72,.$;LA77y&'79AW~,iLEYqdJclIST@outlook.com,6820280819,student,3,False
91,leedonald,euD%0.Cd5,TeDQN0ozz7w@outlook.com,9000522036,staff,1,True
92,chad00,:X@kIQ+#T0@~,6ir5TJjEgdsQ@outlook.com,4384687498,student,0,False
93,smithnancy,@f$JQUN_$`s$F0-,BTBTAUsv@uwaterloo.ca,,student,3,False
94,davidlopez,Dk&IORXz,0JbJ68l6CIE@uwaterloo.ca,,student,3,False
95,krystalwaller,MtDOvR#;uFNVo,RsXY56cwBkFb@gmail.com,4628539843,visitor,1,False
96,allison71,$d0~*rja,5XqgynIA7@yahoo.com,1772686963,student,3,False
97,fosterbrittany,mwS%cOi$,sdLuvS79Lf@yahoo.com,,student,0,False
98,foxkelly,k=Y`rH:-eig;ikiO,yiQXC2tCgsa@uwaterloo.ca,6263696393,visitor,0,False
99,andersonwilliam,%tmI-kjHaZzjG5HF,AjG0ssnYEa2@outlook.com,,staff,0,True
100,paul31,V+^l9m~0RoG.w,mjUYB4rJluwD@uwaterloo.ca,5707525265,student,3,False
101,acain,=YWp1F6N6qlKt4k,RIlBhqET@yahoo.com,3791222683,student,1,False
102,dtyler,usxm`3m:,mkc0Rndx2cA@hotmail.com,9594054288,student,3,False
103,parkerariana,aJXzCsSI0IM,NXoh7rhPnwQ@outlook.com,,student,0,False
104,qrodriguez,#$3HjgcLwX,uzvC6WQHYu@outlook.com,,visitor,1,False
105,sloanfrank,BAvvJ&22zaNA6,HmTHecFJjkL@gmail.com,2056410912,staff,0,False
106,shanson,1Axms^F3,qJz3GuBkfnA@uwaterloo.ca,5996936123,visitor,0,False
107,jennifercantrell,`0UZja+BM1XA,mlZJ1kICF@gmail.com,6018580642,student,2,False
108,cray,`M`Yxc@&Q#,QO3RguUMP@hotmail.com,6844845772,staff,0,False
109,kingjohn,I7uJppYSKxhDnTMs,0cXiE3cRw@hotmail.com,4483861766,staff,1,False
110,nicolewilson,ZL4*Zbk7d.N9n#,Izeh9tvbdN@outlook.com,7325099089,student,2,False
111,millerjessica,:$53dNlJ6,nX8gbzQDrVz@outlook.com,3151989939,student,3,False
112,warrenrichard,iS&8F:#Ws1L*,9wHkin4Xb@uwaterloo.ca,6589847575,student,0,False
113,xthompson,:ME$y4NN,qK1qAPOIXsN@uwaterloo.ca,2154764531,staff,0,False
114,buchananrebecca,XKx^OigUYHrERl,a31LXSDV@yahoo.com,3711624827,staff,0,False
115,iwilkins,H10+p:A1e&q,yOUJstUcSKz@outlook.com,6940619169,visitor,1,False
116,wilsontara,Cx&f.8-dqExch,voa3J12l@outlook.com,3255203554,visitor,0,False
117,hubbardjames,iZnPoef:#vaRv1B,kuiaQtJoCFy@outlook.com,9772256311,student,0,False
118,gregortega,G7^rl#IwY:KSdv,MvcZeOTZx2hk@yahoo.com,,visitor,0,False
119,prestonjessica,zHePKgr'ic=l,JSvrlcoBr@outlook.com,2036712643,student,2,False
120,gnavarro,F2Ed;$dIDj,0tW7nUNm2@outlook.com,4810087633,visitor,0,True
121,davidstephens,V54hlCUOl0jh,dIME5x8lgn@uwaterloo.ca,1179105152,visitor,0,True
122,camposheather,D:+oSzzXF=K8,a7Yo52f7rdIu@yahoo.com,4251093415,staff,0,False
123,garzakylie,&8d.WoqQt38,2yNdTy5u7E@hotmail.com,1607636127,staff,3,False
124,joseph63,QhaMwG7Uo3,0mYFVdWs@uwaterloo.ca,,staff,0,False
125,christopher09,dQ3Az=USRS,nxinYD1y@gmail.com,5882684738,visitor,0,False
126,blackdeborah,saHEJG2SAx2f3pN,jDaNn2DDnq@outlook.com,4284378455,student,1,False
127,amandafrench,cRxzIyp2,ydBmBYoO@uwaterloo.ca,6793928021,student,3,False
128,hlevine,6akzX`BvNOHjn8B6,AIDoQD7d6oq@yahoo.com,6071931366,visitor,3,False
129,sarah72,1N6mkG^a8yq_z,jbdXoTwu@outlook.com,7903953561,visitor,1,False
130,michael05,oPb5HSn2WUa,nYIiIhFP@gmail.com,2582157746,student,0,True
131,twoods,d1iOvH*J:,8CQ1dUhq@outlook.com,4816942643,visitor,0,False
132,tracysmall,.bzzky`H-m'4K=P,W18FvAl3ZW1@outlook.com,,visitor,0,False
133,wilsonnancy,+uR-sAJO+K,EhfK20qcwH68@gmail.com,,visitor,3,False
134,katrinacampbell,Z-ry*`1m$xo,LI6rOkbwXhAf@yahoo.com,6909604527,visitor,0,False
135,sampsonjerry,:DHh:MhB-Knv8S,oerky3GCEYoN@hotmail.com,3729505237,student,2,False
136,hannah85,&dY5T=dt&p#=,eUDQtYJX@outlook.com,9170439152,visitor,0,False
137,wallbrent,MF0LzW6n,3m369q453f@gmail.com,3140416409,staff,0,False
138,natasha03,gg.*4+otRg,55gs6yXQ95A@gmail.com,9059407094,visitor,0,False
139,edward96,d7~O~*vfa'HHCM13,nkvkFXq7GB@uwaterloo.ca,,student,1,False
140,norrisalejandra,8~~JoQBG+MZ*M_,bQdI4Q4QK@yahoo.com,1960089897,student,1,False
141,martinezkimberly,q4ljp3ZX:S%QhF6h,VmDqNCvFZ@gmail.com,7296689716,visitor,0,False
142,collinspears,-r'm-P=X9KE3pDtH,v7I2pgNWPLS@outlook.com,2171371005,visitor,0,False
143,vrobinson,YCj37RdHA,DMWiFtMi@outlook.com,5741489457,staff,0,True
144,collinsrhonda,$0wCcagQ.eCq,QD30Pq7x@hotmail.com,9965286728,student,0,False
145,tshaw,r$hRQPkOXFTxR,hR7S1E6d5@gmail.com,,visitor,0,False
146,kathygonzalez,utQlO*HMBJ7sTb,kad3VDET@hotmail.com,8195094567,staff,1,False
147,xcunningham,Dd4;&;5nf;,bpOejW7BDPDS@outlook.com,,student,0,False
148,mooneyandrew,e`$*xFzGO91^Nyv,VYgUkehQ@uwaterloo.ca,6286121128,visitor,1,False
149,uwilliams,^YFK`26`XceyZ,HtLCl6V6hK@gmail.com,6219686849,student,2,False
150,delgadoashley,K*AP&#=q^I`,DhrzWNRPXF@yahoo.com,,student,0,False
151,perezchristopher,`bl~c'~%Xm,DWwhKEGQhzxF@hotmail.com,2644408307,staff,0,False
152,spencerjoseph,%RFaB~rAf^qv$=,EFBx7XJkZ@outlook.com,5704222987,staff,0,False
153,edwardsteresa,%z@wc7q$4,fa3F0b06@outlook.com,1234155642,visitor,2,False
154,vbaker,RRhR+BFP5,ZIcIU4lm@outlook.com,5183325906,student,0,False
155,ricardo61,t*Q^='8s,Z38MxAh7@gmail.com,6199666537,student,0,False
156,fergusonrobert,1D'D&h4.n8tt,NMvZ5Ksq6@uwaterloo.ca,9625715978,student,0,False
157,kathleendaniels,TOa6h8h@$Dj`7c,uSGWJz6h@gmail.com,5907925283,staff,0,False
158,oyoung,tmCkwe2$gq,HEfoaPnth@hotmail.com,4682466739,visitor,0,False
159,garciabarry,stG$n#D4^cH,SAD0YEkKisVU@outlook.com,4807644602,visitor,1,False
160,bradleyhoffman,aqHfEm#a,VeLTVLh1lI1@hotmail.com,,visitor,0,True
161,ronnieryan,R.B$vvHUes$9qFC,2CDGy5Bs@outlook.com,4657337280,staff,0,False
162,amanda61,aqIyaURS7b&l4,kpIS1bSViFC8@uwaterloo.ca,5420676733,visitor,0,False
163,blake67,^zg@FELmi`~x-I,K5vbtMXGK4is@hotmail.com,1117879662,student,1,False
164,mwright,hiySg'hW@^Psi,VRnBQyDKHq0@outlook.com,3651993944,student,3,True
165,garciadavid,e-b_mwvr.o%5,JEDrIgClxYzf@uwaterloo.ca,,staff,3,False
166,bakerwillie,Q9bl#i.3AjaGQp,hD0S3p3HJxB@uwaterloo.ca,4472431024,staff,3,False
167,warddanielle,^K=5AHq-,74g6NHauI8@outlook.com,1357251859,visitor,2,False
168,kpope,lv7agMmiGK0edS%,5CmHcHZOT@hotmail.com,7205516903,visitor,3,False
169,elizabeth75,By@+:8&Egbe,Ry3xBMwvY@yahoo.com,5711805977,visitor,0,False
170,josephsmith,rHe5-=_Z,VQUtWQK5G@hotmail.com,2761413022,visitor,1,False
171,patrick45,uiADMf_3,Hm8y3K9na@gmail.com,,student,1,False
172,kjones,ut`C^2g%~P,ydOxYxoy@hotmail.com,6477129028,student,0,True
173,robertwashington,:;QW035x,kIi2OGiXkp1@yahoo.com,6160127601,visitor,0,False
174,lori03,$_3MvfhQu8fv1'69,77Uz3QQ8f@uwaterloo.ca,3329251158,visitor,1,True
175,ssmith,7@LEDaKgu~VLPJZ,fC34uOPNtwJI@hotmail.com,3867476978,student,0,False
176,william62,Vbgcohdo-,0EabQ7OM4tp@outlook.com,6249987202,student,0,False
177,lsandoval,D'BH^NeLKlN,iOw9kucz71S@hotmail.com,7241667811,visitor,2,False
178,cuevasandrea,YNjBeW;3'1K,O3WubNBx4KyW@outlook.com,,visitor,0,False
179,lthomas,2xi:emShx#qG6,cWoAMzn0aBDi@yahoo.com,4886681764,visitor,1,False
180,xrobles,RjsnD:V^xrN,ooxTjA6dRBB@uwaterloo.ca,8913172161,visitor,2,False
181,walkersean,p1zCnJ'=J4,Nh4alDDdGkmz@hotmail.com,6426950633,student,0,False
182,jonathan14,o3LdQ8_wxgByTq,nCMQZpCPad@hotmail.com,,staff,1,False
183,stephen10,^ADu-^YB_;s;,EAWKQFiw9@uwaterloo.ca,2253501288,student,0,False
184,murphynicholas,ay6grP7ywnYf,UpXgID4jXga@uwaterloo.ca,5500627500,student,0,False
185,qcollins,^1916iqhhhFPy,mXctHlCCa@yahoo.com,8371614281,visitor,2,False
186,jonesjames,:gzvy8N5wgj,qZmSbYYc@hotmail.com,,staff,2,False
187,wstokes,=l75#fqj.VE,STrrEzvnG@gmail.com,1217195790,staff,0,False
188,cstone,;3e7Tgyx%,SKFGIKd2W98@uwaterloo.ca,9480448165,staff,0,False
189,ashleymcbride,1A4bm$Fylqt,dbMCqjhjn@uwaterloo.ca,9519454272,student,0,True
190,nicole53,2*`*Uil2K6'iR5ao,8lMQENCeJs@yahoo.com,,visitor,0,False
191,klee,ob;P8~mp,4Sexq4aU1Vb1@hotmail.com,7025424014,student,3,False
192,carl77,l0TGdy'k8-Z@urs,eSiw6OqF5FOQ@hotmail.com,2307715295,visitor,2,False
193,marywhite,#%JrNKF3c'IGJQ-,LRZ4JRqBW9@yahoo.com,,student,0,False
194,youngerica,3#xPKY@aZ#N0JpM,UiNU4pAoEv@yahoo.com,8586877290,visitor,0,False
195,antoniojohnson,ng8'ase_F,v6pPLeQPkqj@yahoo.com,5060989206,student,0,False
196,brianjohnson,6Lsb`1YR@1c4w,ssxh2sUV@hotmail.com,8409788908,staff,2,False
197,julie03,OA#pykYuGY3,nH81xonIi@outlook.com,5704586688,student,0,False
198,leepeter,@X-B-6e3a0&``i*,6FLKbmCDu9j6@yahoo.com,,staff,0,False
199,elee,q:jGLnSDh`;;G9dg,XnTN7csq@hotmail.com,9023112672,staff,0,False
200,myerslaura,Bg_cbnfhZzyzHy,Avn2jD5PhN@hotmail.com,1839297409,student,0,False
201,paulferguson,8m0UK8Xk'0RD,D9m0GSZ4FTme@outlook.com,2689069177,staff,0,False
202,zavalatheresa,'VsDcHVf15Bp6B,7BQoPsQNaS@gmail.com,4042846057,student,0,False
203,patrick55,lMiW2kC$iCYj,lQJ4rTvA@hotmail.com,8836713560,student,0,False
204,tmitchell,iM2QPA`aJYVrxT_r,TmwWOA2rYvHC@hotmail.com,6302109842,visitor,0,False
205,davisdavid,H91*_gDDWZ77@g$^,I2D4tX7W@gmail.com,,student,0,False
206,guy32,@3WgkQY^,jEGdxNEZDs68@uwaterloo.ca,6461869563,student,0,False
207,sandramitchell,hwi^g-X.SAcnv0T*,gn8EQ2EwTFx@yahoo.com,,visitor,1,False
208,jenniferpalmer,o0YX'-&o1qOF,Aa3Y7NDvKC@gmail.com,3110939397,student,0,False
209,david59,$6wr:;xyo,ofFdPvsC7@hotmail.com,5801014157,staff,0,False
210,monique91,S1k7EETK%,9F3t9SL3@hotmail.com,7750221162,student,0,False
211,estradadebra,Tlq6Bcis,u7SpMING@uwaterloo.ca,,staff,0,False
212,parrishjohn,wUecud&vK,1TPYHduYfbxA@outlook.com,,staff,0,False
213,anthony79,x29Z1SF8hF..,xaV240lbnQ@hotmail.com,,student,0,False
214,ggarcia,cViNH=yvzg,xNl1uC2x8dg@uwaterloo.ca,3875349014,staff,0,False
215,adkinskaren,=z3oN5qAuhj7&Ab,flCpVuus5I@uwaterloo.ca,,student,3,False
216,gjohnson,-_~cWSY#,0rmd5w7DH@uwaterloo.ca,5308771092,visitor,0,True
217,lisa30,ijOhNKdS1zxdT`&,tuMot5VTfv5A@outlook.com,,staff,3,False
218,lmoore,YsFyYHdE^2%KBI,pnE0cQKbFad6@uwaterloo.ca,,student,1,False
219,mcgeejulie,1:&Y_K_H;7=^-,jFECUNui@gmail.com,2029903766,visitor,0,False
220,iclark,5*Hx%UL9qsa`z*I,mGduAjEfHnH@uwaterloo.ca,9099633979,visitor,3,False
221,alvincolon,kA8^=ZA3$J:,b2MLfSX6qAV@yahoo.com,8560263408,visitor,2,False
222,amy91,@aP_3&1:0n&KZr,Zp3SbXD2Y@uwaterloo.ca,2887794752,student,2,False
223,robertramirez,i=zPk_5NCk@r,zWPDNK9k6K4@hotmail.com,,staff,1,False
224,iward,8Id~WyE$yW,0XVWk92cj@hotmail.com,1411155418,student,0,True
225,courtneywoodward,1Ey.Qi+i,b9qjUcXSIWZ5@outlook.com,1821312872,visitor,0,False
226,ryancole,Wn+ttY9RzJW`gh,zi7Vb891@hotmail.com,7296089475,staff,1,False
227,nicholswilliam,nwIO$69Zm-',6xTc5odFYdr@outlook.com,5658154245,student,0,False
228,alicia35,kFbCJBIN:q3=KC,VYxXq5CtRnDT@outlook.com,,student,0,False
229,rkim,zjfy%ki6qh,RfEvrBvt@gmail.com,1453144998,visitor,0,False
230,pholmes,rjtsVJa%,gzjmyQkUF0@yahoo.com,1765922728,student,0,False
231,melissarichards,Ibr-tFxiW2NOzG~,37YBsM0adiA@hotmail.com,,staff,0,False
232,jonesmadison,'tN4ZG+S7,H3z3I0O1bd1D@hotmail.com,,student,0,False
233,spenceryolanda,p4aztLWIv0'f#7Ij,tEbX9s3CUZbD@hotmail.com,6285554210,visitor,0,False
234,tommyholland,nEpY:.1LNzrt=1$*,tf6Q9AjM1F@gmail.com,7388153002,student,2,False
235,donnamckinney,w5ehX4t_,UPHSHlfkVr@gmail.com,4829435713,visitor,0,False
236,mrodriguez,*W;8Lf=cP`,Pr4XecC9Sx@outlook.com,7836478148,staff,0,False
237,shieldsmarcus,mH^=wE0z9v,arO4YFvyES@gmail.com,2100955888,student,0,False
238,allenangelica,7O^H9'm$Aq*H*hO,4XVcRlqv9@outlook.com,,staff,0,True
239,ajohnson,**1*utvmigAC%,XZDEw4ovr97H@yahoo.com,1841930429,visitor,0,False
240,htran,GuqF-sCLUx+CB.v,pKISUkxR9@uwaterloo.ca,2136977853,student,0,False
241,gjenkins,RHTw`7q8,KxvOJ2HpM8g@outlook.com,4752286439,visitor,0,False
242,suzannemontgomery,duTNSC`C$kI,CFc3qVfeAA4b@uwaterloo.ca,9666598130,student,0,False
243,thomasjoseph,uij'BK_d@*C,uHZk9IP5Ixs@yahoo.com,,student,3,True
244,morrismelissa,*yEVVfp=,DaKPs8xM@yahoo.com,8793189529,student,0,True
245,sharppatricia,P`CFA$6d6L@10M,m9kB4JgKzzSN@gmail.com,8388581447,visitor,0,False
246,irobinson,OK-@F6pw;GM9r,WpGoOoARMIBu@outlook.com,7165910650,staff,0,True
247,erikbowers,f4P&d$B`05Zr,56jBWsEgE0@outlook.com,7071216442,staff,0,True
248,richard84,O=RAW.4$CXk,jQGIuH0Ivms@gmail.com,6339283891,staff,0,False
249,paul21,eWBtRdbXGt,MhtQ9kkFPJo@uwaterloo.ca,9382414228,student,1,False
250,sortiz,61FVq;%v7J.7n`,pa3AUpq4S@hotmail.com,,student,2,True
251,angeladominguez,h-~.xS6Jwb@,6ygUBawUT2tm@gmail.com,3422937245,student,2,False
252,pjohnson,^~0_9nH4`cLvz8c~,duhJdWJrz@gmail.com,,visitor,1,False
253,leonardlori,1nIja$~z5uu,hHI5n0Xx38@gmail.com,,visitor,1,False
254,guerrerobonnie,Mgt*WCnqNIcgf,nKxAloTAUo3@uwaterloo.ca,8429151551,staff,0,False
255,ruben04,D^eFRWvb=2,RWK4kL7jvq@yahoo.com,5760597645,staff,3,False
256,newtonvincent,lW_7Dp:u~0fq,Ltc9GNBM@yahoo.com,2921376528,student,3,False
257,wrobinson,aEIlP^Yr,TsUCFji0@gmail.com,9075579379,student,0,False
258,amandacunningham,wJm$`ONGMhv_V2o,sB9ct0TfB@yahoo.com,3751705169,student,0,False
259,alexander02,cmrN5IVaLc.,RNtk8oDYyCj@hotmail.com,1568629683,student,0,True
260,hayeselizabeth,5grDcWLpiaQ^:,VTi917TOL@hotmail.com,,visitor,0,False
261,tamiwoods,WfHj69c-=4R:iiW,CAewQbPPSgy7@gmail.com,6856296694,visitor,0,False
262,jasonwilliams,4Z&aHlJ1B^W0:,AFCjdjOzzjym@uwaterloo.ca,2750076036,staff,1,False
263,andrewcunningham,-x8GOfNX:mXM=o1y,yaNNnDTT@gmail.com,,student,0,False
264,kelly56,#EyWwMZ=,RzUF38f2VFX@hotmail.com,3565379814,visitor,0,False
265,michael18,C2:-Y0@s&n,XnwwXYlXV@outlook.com,4939189045,student,0,False
266,barbarachavez,ig'^dQJPZ*qnJPi,hyKdmQUdq@gmail.com,,staff,0,False
267,munozsamuel,VeJdXARXBPRKZ9,wnpYmpI2z2nW@uwaterloo.ca,7566651523,student,1,False
268,jesse02,%ehZ+v':a@*pTDX,VZCLMiDo8Y7@hotmail.com,,student,0,False
269,alejandrojoseph,Py7cqUGLkrF.^,e7sZlDY0K8M4@outlook.com,8042594865,visitor,3,True
270,apowell,O'iTcvxC5Pq,bhwfPntuOp@outlook.com,,student,0,False
271,moralescollin,P_l5m^w11lyhd.,qbW6y2HzT@yahoo.com,7326949517,student,0,False
272,vanessa92,`cqpxw4BaRU,QCLvbnDqjW6@gmail.com,,student,0,False
273,lmonroe,0M3`.WM7ESfWpog,TNW1qHHpZc@uwaterloo.ca,,visitor,0,False
274,butlerryan,a-CIyC@4h-iLORqN,g4IGqmrou2G@yahoo.com,2858702803,visitor,0,False
275,youngamy,B;%kwFf@,pAYzgCsfPC2F@uwaterloo.ca,2577468778,staff,1,False
276,matthew63,Ycmj6VEi9wE,q1oI0Ilq@outlook.com,5175995813,student,0,False
277,ulowe,;9~zF6^zrR,owB8vvUQau9k@hotmail.com,7044652233,visitor,0,False
278,vferrell,S#rwV&6X*`pMh,mJxNMGVx@yahoo.com,,visitor,1,False
279,cassandra84,mx$'XaxwNk=,Ubdaw0Ka3@outlook.com,,visitor,0,False
